id,base_record_id,defect_name,status,severity,priority,current_owner,business_line,rejection_reason,discovery_environment,testing_stage,creator,app_parent_order,detail,_created_at,_created_by,_updated_at,_updated_by
,,,,,,,,,,,,,,,,,
