id,base_record_id,version_name,app_status,version_doc,version_start_date,pack_time,expected_test_time,version_close_date,actual_gray_date,actual_release_date,version_risk,priority,version_type,rollback_reason_and_process,_created_at,_created_by,_updated_at,_updated_by
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
